Airline,ORG,DES,Aircraft_Family,Aircraft_Type,June_2019_Flights,June_2019_Seats,June_2019_ASMs,June_2018_Flights,June_2018_Seats,June_2018_ASMs,June_Diff_Flights,June_Diff_Seats,June_Diff_ASMs,June_Rate_Flights,June_Rate_Seats,June_Rate_ASMs
AC,SVD,YYZ,A320,A319,5,680,"1,612,280",0,0,0,5,680,"1,612,280",,,
AC,SYD,YVR,B777,B777-200LR Passenger,31,"9,300","72,121,500",31,"9,300","72,121,500",0,0,0,0.00%,0.00%,0.00%
AC,SYR,YYZ,Beechcraft,Beech 1900D Airliner,0,0,0,120,"2,160","393,120",-120,"-2,160","-393,120",-100.00%,-100.00%,-100.00%
AC,TLV,YUL,A330,A330-300,14,"4,032","22,107,456",14,"4,032","22,107,456",0,0,0,0.00%,0.00%,0.00%
AC,TLV,YYZ,B787,B787-9,31,"9,238","53,469,544",31,"9,238","53,469,544",0,0,0,0.00%,0.00%,0.00%
AC,TPA,YYZ,A320,A319,0,0,0,13,"1,768","1,935,960",-13,"-1,768","-1,935,960",-100.00%,-100.00%,-100.00%
AC,TPA,YYZ,A320,A321,62,"12,400","13,578,000",49,"9,800","10,731,000",13,"2,600","2,847,000",26.50%,26.50%,26.50%
AC,TPE,YVR,B787,B787-9,27,"8,046","48,050,712",31,"9,238","55,169,336",-4,"-1,192","-7,118,624",-12.90%,-12.90%,-12.90%
AC,TXL,YYZ,B767,B767-300 Passenger,26,"7,332","29,606,616",18,"5,076","20,496,888",8,"2,256","9,109,728",44.40%,44.40%,44.40%
AC,UVF,YYZ,A320,A319,9,"1,224","2,865,384",8,"1,088","2,547,008",1,136,"318,376",12.50%,12.50%,12.50%
AC,VCE,YUL,B767,B767-300 Passenger,13,"3,666","14,528,358",13,"3,666","14,528,358",0,0,0,0.00%,0.00%,0.00%
AC,VCE,YYZ,B767,B767-300 Passenger,31,"8,742","37,328,340",31,"8,742","37,328,340",0,0,0,0.00%,0.00%,0.00%
AC,VIE,YYZ,B787,B787-9,31,"9,238","39,991,302",0,0,0,31,"9,238","39,991,302",,,
AC,VRA,YUL,A320,A319,13,"1,768","2,823,496",13,"1,768","2,823,496",0,0,0,0.00%,0.00%,0.00%
AC,VRA,YYZ,A320,A319,9,"1,224","1,738,080",9,"1,224","1,738,080",0,0,0,0.00%,0.00%,0.00%
AC,WAW,YYZ,B767,B767-300 Passenger,31,"8,742","37,774,182",31,"6,448","27,861,808",0,"2,294","9,912,374",0.00%,35.60%,35.60%
AC,YAM,YYZ,DeHavilland Dash-8,DHC-8-100,0,0,0,56,"2,072","636,104",-56,"-2,072","-636,104",-100.00%,-100.00%,-100.00%
AC,YAM,YYZ,DeHavilland Dash-8,DHC-8-300,93,"4,650","1,427,550",0,0,0,93,"4,650","1,427,550",,,
AC,YAM,YYZ,DeHavilland Dash-8,DHC-8-400,93,"7,254","2,226,978",89,"6,942","2,131,194",4,312,"95,784",4.50%,4.50%,4.50%
AC,YBC,YUL,DeHavilland Dash-8,DHC-8-100,0,0,0,23,851,"309,764",-23,-851,"-309,764",-100.00%,-100.00%,-100.00%
AC,YBC,YUL,DeHavilland Dash-8,DHC-8-300,31,"1,550","564,200",4,200,"72,800",27,"1,350","491,400",675.00%,675.00%,675.00%
AC,YBG,YUL,DeHavilland Dash-8,DHC-8-100,0,0,0,31,"1,147","271,839",-31,"-1,147","-271,839",-100.00%,-100.00%,-100.00%
AC,YBG,YUL,DeHavilland Dash-8,DHC-8-300,88,"4,400","1,042,800",56,"2,800","663,600",32,"1,600","379,200",57.10%,57.10%,57.10%
AC,YCD,YVR,DeHavilland Dash-8,DHC-8-300,0,0,0,154,"7,700","246,400",-154,"-7,700","-246,400",-100.00%,-100.00%,-100.00%
AC,YCD,YVR,DeHavilland Dash-8,DHC-8-400,212,"16,536","529,152",89,"6,586","210,752",123,"9,950","318,400",138.20%,151.10%,151.10%
AC,YCD,YYC,DeHavilland Dash-8,DHC-8-400,53,"4,134","1,901,640",54,"4,212","1,937,520",-1,-78,"-35,880",-1.90%,-1.90%,-1.90%
AC,YCD,YYZ,A320,A319,21,"2,856","6,046,152",18,"2,448","5,182,416",3,408,"863,736",16.70%,16.70%,16.70%
AC,YCG,YVR,DeHavilland Dash-8,DHC-8-300,93,"4,650","1,167,150",93,"4,650","1,167,150",0,0,0,0.00%,0.00%,0.00%
AC,YCG,YYC,DeHavilland Dash-8,DHC-8-300,31,"1,550","316,200",31,"1,550","316,200",0,0,0,0.00%,0.00%,0.00%
AC,YDF,YHZ,DeHavilland Dash-8,DHC-8-300,0,0,0,54,"2,700","1,123,200",-54,"-2,700","-1,123,200",-100.00%,-100.00%,-100.00%
AC,YDF,YHZ,DeHavilland Dash-8,DHC-8-400,93,"7,254","3,017,664",31,"2,418","1,005,888",62,"4,836","2,011,776",200.00%,200.00%,200.00%
AC,YDF,YYR,Beechcraft,Beech 1900D Airliner,31,558,"174,096",31,558,"174,096",0,0,0,0.00%,0.00%,0.00%
AC,YDF,YYT,Beechcraft,Beech 1900D Airliner,93,"1,674","403,434",93,"1,674","403,434",0,0,0,0.00%,0.00%,0.00%
AC,YDF,YYZ,A320,A319,31,"4,216","4,734,568",62,"8,432","9,469,136",-31,"-4,216","-4,734,568",-50.00%,-50.00%,-50.00%
AC,YDF,YYZ,A320,A321,31,"6,200","6,962,600",0,0,0,31,"6,200","6,962,600",,,
AC,YEG,SFO,Canadair CRJ,CRJ-900,31,"2,356","2,737,672",31,"2,356","2,737,672",0,0,0,0.00%,0.00%,0.00%
AC,YEG,YLW,DeHavilland Dash-8,DHC-8-400,62,"4,836","1,639,404",61,"4,758","1,612,962",1,78,"26,442",1.60%,1.60%,1.60%
AC,YEG,YMM,DeHavilland Dash-8,DHC-8-300,0,0,0,78,"3,900","975,000",-78,"-3,900","-975,000",-100.00%,-100.00%,-100.00%
AC,YEG,YMM,DeHavilland Dash-8,DHC-8-400,88,"6,864","1,716,000",31,"2,418","604,500",57,"4,446","1,111,500",183.90%,183.90%,183.90%
AC,YEG,YOW,A320,A319,0,0,0,19,"2,280","4,049,280",-19,"-2,280","-4,049,280",-100.00%,-100.00%,-100.00%
AC,YEG,YOW,A320,A320,0,0,0,12,"1,752","3,111,552",-12,"-1,752","-3,111,552",-100.00%,-100.00%,-100.00%
AC,YEG,YOW,E-Jet,E-190,53,"5,141","9,130,416",23,"2,231","3,962,256",30,"2,910","5,168,160",130.40%,130.40%,130.40%
AC,YEG,YQU,DeHavilland Dash-8,DHC-8-300,0,0,0,84,"4,200","1,050,000",-84,"-4,200","-1,050,000",-100.00%,-100.00%,-100.00%
AC,YEG,YQU,DeHavilland Dash-8,DHC-8-400,57,"4,446","1,111,500",0,0,0,57,"4,446","1,111,500",,,
AC,YEG,YUL,A320,A320,93,"13,578","25,119,300",93,"13,578","25,119,300",0,0,0,0.00%,0.00%,0.00%
AC,YEG,YVR,A320,A319,180,"21,600","10,886,400",209,"25,080","12,640,320",-29,"-3,480","-1,753,920",-13.90%,-13.90%,-13.90%
AC,YEG,YVR,A320,A320,125,"18,250","9,198,000",71,"10,366","5,224,464",54,"7,884","3,973,536",76.10%,76.10%,76.10%
AC,YEG,YVR,A320,A321,0,0,0,26,"4,940","2,489,760",-26,"-4,940","-2,489,760",-100.00%,-100.00%,-100.00%
AC,YEG,YVR,Canadair CRJ,CRJ-900,0,0,0,4,304,"153,216",-4,-304,"-153,216",-100.00%,-100.00%,-100.00%
AC,YEG,YWG,Canadair CRJ,CRJ-900,53,"4,028","2,984,748",27,"2,052","1,520,532",26,"1,976","1,464,216",96.30%,96.30%,96.30%
AC,YEG,YWG,DeHavilland Dash-8,DHC-8-400,0,0,0,27,"2,106","1,560,546",-27,"-2,106","-1,560,546",-100.00%,-100.00%,-100.00%
AC,YEG,YXE,DeHavilland Dash-8,DHC-8-300,26,"1,300","390,000",27,"1,350","405,000",-1,-50,"-15,000",-3.70%,-3.70%,-3.70%
AC,YEG,YYC,Canadair CRJ,CRJ-900,0,0,0,4,304,"46,512",-4,-304,"-46,512",-100.00%,-100.00%,-100.00%
AC,YEG,YYC,DeHavilland Dash-8,DHC-8-300,31,"1,550","237,150",120,"6,000","918,000",-89,"-4,450","-680,850",-74.20%,-74.20%,-74.20%
AC,YEG,YYC,DeHavilland Dash-8,DHC-8-400,274,"21,372","3,269,916",232,"18,096","2,768,688",42,"3,276","501,228",18.10%,18.10%,18.10%
AC,YEG,YYJ,DeHavilland Dash-8,DHC-8-400,0,0,0,62,"4,836","2,592,096",-62,"-4,836","-2,592,096",-100.00%,-100.00%,-100.00%
AC,YEG,YYZ,A320,A319,31,"3,720","6,234,720",3,360,"603,360",28,"3,360","5,631,360",933.30%,933.30%,933.30%
AC,YEG,YYZ,A320,A320,0,0,0,116,"16,936","28,384,736",-116,"-16,936","-28,384,736",-100.00%,-100.00%,-100.00%
AC,YEG,YYZ,A320,A321,31,"5,890","9,871,640",125,"23,750","39,805,000",-94,"-17,860","-29,933,360",-75.20%,-75.20%,-75.20%
AC,LGA,YYZ,B737 Misc,B737-Max 8 Passenger,40,"6,760","2,406,560",0,0,0,40,"6,760","2,406,560",,,
AC,YEG,YYZ,B767,B767-300 Passenger,31,"6,541","10,962,716",31,"6,541","10,962,716",0,0,0,0.00%,0.00%,0.00%
AC,YEG,YZF,Canadair CRJ,CRJ-900,31,"2,356","1,496,060",0,0,0,31,"2,356","1,496,060",,,
AC,YEG,YZF,DeHavilland Dash-8,DHC-8-400,0,0,0,31,"2,418","1,535,430",-31,"-2,418","-1,535,430",-100.00%,-100.00%,-100.00%
AC,YFC,YHZ,Beechcraft,Beech 1900D Airliner,124,"2,232","361,584",87,"1,566","253,692",37,666,"107,892",42.50%,42.50%,42.50%
AC,YFC,YHZ,DeHavilland Dash-8,DHC-8-300,0,0,0,6,300,"48,600",-6,-300,"-48,600",-100.00%,-100.00%,-100.00%
AC,YFC,YOW,Canadair CRJ,CRJ,27,"1,350","599,400",0,0,0,27,"1,350","599,400",,,
AC,YFC,YOW,DeHavilland Dash-8,DHC-8-100,0,0,0,27,999,"443,556",-27,-999,"-443,556",-100.00%,-100.00%,-100.00%
AC,YFC,YUL,Canadair CRJ,CRJ,57,"2,850","997,500",27,"1,350","472,500",30,"1,500","525,000",111.10%,111.10%,111.10%
AC,YFC,YUL,DeHavilland Dash-8,DHC-8-100,0,0,0,31,"1,147","401,450",-31,"-1,147","-401,450",-100.00%,-100.00%,-100.00%
AC,YFC,YUL,DeHavilland Dash-8,DHC-8-300,0,0,0,60,"3,000","1,050,000",-60,"-3,000","-1,050,000",-100.00%,-100.00%,-100.00%
AC,YFC,YUL,DeHavilland Dash-8,DHC-8-400,36,"2,808","982,800",2,156,"54,600",34,"2,652","928,200",1700.00%,1700.00%,1700.00%
AC,YFC,YYZ,A320,A319,62,"8,432","5,573,552",0,0,0,62,"8,432","5,573,552",,,
AC,YFC,YYZ,DeHavilland Dash-8,DHC-8-400,0,0,0,116,"9,048","5,980,728",-116,"-9,048","-5,980,728",-100.00%,-100.00%,-100.00%
AC,YGK,YYZ,DeHavilland Dash-8,DHC-8-100,150,"5,550","860,250",150,"5,550","860,250",0,0,0,0.00%,0.00%,0.00%
AC,YGP,YGR,DeHavilland Dash-8,DHC-8-100,0,0,0,31,"1,147","176,638",-31,"-1,147","-176,638",-100.00%,-100.00%,-100.00%
AC,YGP,YGR,DeHavilland Dash-8,DHC-8-300,62,"3,100","477,400",31,"1,550","238,700",31,"1,550","238,700",100.00%,100.00%,100.00%
AC,YGP,YQB,DeHavilland Dash-8,DHC-8-100,0,0,0,31,"1,147","401,450",-31,"-1,147","-401,450",-100.00%,-100.00%,-100.00%
AC,YGP,YQB,DeHavilland Dash-8,DHC-8-300,62,"3,100","1,085,000",31,"1,550","542,500",31,"1,550","542,500",100.00%,100.00%,100.00%
AC,YGR,YGP,DeHavilland Dash-8,DHC-8-100,0,0,0,31,"1,147","176,638",-31,"-1,147","-176,638",-100.00%,-100.00%,-100.00%
AC,YGR,YGP,DeHavilland Dash-8,DHC-8-300,62,"3,100","477,400",31,"1,550","238,700",31,"1,550","238,700",100.00%,100.00%,100.00%
AC,YGR,YUL,DeHavilland Dash-8,DHC-8-100,0,0,0,2,74,"42,994",-2,-74,"-42,994",-100.00%,-100.00%,-100.00%
AC,YGR,YUL,DeHavilland Dash-8,DHC-8-300,62,"3,100","1,801,100",33,"1,650","958,650",29,"1,450","842,450",87.90%,87.90%,87.90%
AC,YHM,YUL,Canadair CRJ,CRJ,0,0,0,58,"2,900","1,000,500",-58,"-2,900","-1,000,500",-100.00%,-100.00%,-100.00%
AC,YHZ,BOS,DeHavilland Dash-8,DHC-8-400,57,"4,446","1,840,644",58,"4,524","1,872,936",-1,-78,"-32,292",-1.70%,-1.70%,-1.70%
AC,YYZ,LGA,B737 Misc,B737-Max 8 Passenger,40,"6,760","2,406,560",0,0,0,40,"6,760","2,406,560",,,
AC,YHZ,YDF,DeHavilland Dash-8,DHC-8-300,0,0,0,54,"2,700","1,123,200",-54,"-2,700","-1,123,200",-100.00%,-100.00%,-100.00%
AC,YHZ,YDF,DeHavilland Dash-8,DHC-8-400,93,"7,254","3,017,664",31,"2,418","1,005,888",62,"4,836","2,011,776",200.00%,200.00%,200.00%
AC,YHZ,YFC,Beechcraft,Beech 1900D Airliner,124,"2,232","361,584",87,"1,566","253,692",37,666,"107,892",42.50%,42.50%,42.50%
AC,YHZ,YFC,DeHavilland Dash-8,DHC-8-300,0,0,0,6,300,"48,600",-6,-300,"-48,600",-100.00%,-100.00%,-100.00%
AC,YHZ,YOW,Canadair CRJ,CRJ-900,146,"11,096","6,602,120",116,"8,816","5,245,520",30,"2,280","1,356,600",25.90%,25.90%,25.90%
AC,YHZ,YOW,DeHavilland Dash-8,DHC-8-400,0,0,0,31,"2,418","1,438,710",-31,"-2,418","-1,438,710",-100.00%,-100.00%,-100.00%
AC,YHZ,YQM,Beechcraft,Beech 1900D Airliner,84,"1,512","154,224",103,"1,854","189,108",-19,-342,"-34,884",-18.40%,-18.40%,-18.40%
AC,YHZ,YQX,DeHavilland Dash-8,DHC-8-300,0,0,0,62,"3,100","1,574,800",-62,"-3,100","-1,574,800",-100.00%,-100.00%,-100.00%
AC,YHZ,YQX,DeHavilland Dash-8,DHC-8-400,62,"4,836","2,456,688",0,0,0,62,"4,836","2,456,688",,,
AC,YHZ,YQY,Canadair CRJ,CRJ-900,0,0,0,16,"1,216","231,040",-16,"-1,216","-231,040",-100.00%,-100.00%,-100.00%
AC,YHZ,YQY,DeHavilland Dash-8,DHC-8-300,0,0,0,105,"5,250","997,500",-105,"-5,250","-997,500",-100.00%,-100.00%,-100.00%
AC,YHZ,YQY,DeHavilland Dash-8,DHC-8-400,62,"4,836","918,840",0,0,0,62,"4,836","918,840",,,
AC,YHZ,YSJ,Beechcraft,Beech 1900D Airliner,119,"2,142","257,040",100,"1,800","216,000",19,342,"41,040",19.00%,19.00%,19.00%
AC,YHZ,YUL,A320,A319,0,0,0,3,360,"180,360",-3,-360,"-180,360",-100.00%,-100.00%,-100.00%
AC,YHZ,YUL,A320,A320,62,"9,052","4,535,052",59,"8,614","4,315,614",3,438,"219,438",5.10%,5.10%,5.10%
AC,YHZ,YUL,A330,A330-300,0,0,0,31,"9,052","4,535,052",-31,"-9,052","-4,535,052",-100.00%,-100.00%,-100.00%
AC,YHZ,YUL,Canadair CRJ,CRJ,31,"1,550","776,550",0,0,0,31,"1,550","776,550",,,
AC,YHZ,YUL,Canadair CRJ,CRJ-900,0,0,0,31,"2,356","1,180,356",-31,"-2,356","-1,180,356",-100.00%,-100.00%,-100.00%
AC,YHZ,YUL,E-Jet,E-175,93,"7,068","3,541,068",0,0,0,93,"7,068","3,541,068",,,
AC,YHZ,YUL,E-Jet,E-190,0,0,0,31,"3,007","1,506,507",-31,"-3,007","-1,506,507",-100.00%,-100.00%,-100.00%
AC,YHZ,YYC,A320,A319,0,0,0,31,"4,216","9,835,928",-31,"-4,216","-9,835,928",-100.00%,-100.00%,-100.00%
AC,YHZ,YYC,A320,A320,31,"4,526","10,559,158",0,0,0,31,"4,526","10,559,158",,,
AC,YHZ,YYG,Beechcraft,Beech 1900D Airliner,119,"2,142","212,058",112,"2,016","199,584",7,126,"12,474",6.30%,6.30%,6.30%
AC,YHZ,YYR,DeHavilland Dash-8,DHC-8-400,31,"2,418","1,448,382",31,"2,418","1,448,382",0,0,0,0.00%,0.00%,0.00%
AC,YHZ,YYT,DeHavilland Dash-8,DHC-8-400,155,"12,090","6,637,410",93,"7,254","3,982,446",62,"4,836","2,654,964",66.70%,66.70%,66.70%
AC,YHZ,YYT,E-Jet,E-190,0,0,0,62,"6,014","3,301,686",-62,"-6,014","-3,301,686",-100.00%,-100.00%,-100.00%
AC,YHZ,YYZ,A320,A320,58,"8,468","6,791,336",67,"9,782","7,845,164",-9,"-1,314","-1,053,828",-13.40%,-13.40%,-13.40%
AC,YHZ,YYZ,A320,A321,119,"22,610","18,133,220",80,"15,200","12,190,400",39,"7,410","5,942,820",48.80%,48.80%,48.80%
WS,YHZ,YYZ,B737 Misc,B737-Max 8 Passenger,102,"17,748","14,233,896",62,"10,788","8,651,976",40,"6,960","5,581,920",64.50%,64.50%,64.50%
AC,YHZ,YYZ,E-Jet,E-190,31,"3,007","2,411,614",128,"12,416","9,957,632",-97,"-9,409","-7,546,018",-75.80%,-75.80%,-75.80%
AC,YKA,YVR,DeHavilland Dash-8,DHC-8-300,0,0,0,147,"7,350","1,183,350",-147,"-7,350","-1,183,350",-100.00%,-100.00%,-100.00%
AC,YKA,YVR,DeHavilland Dash-8,DHC-8-400,119,"9,282","1,494,402",0,0,0,119,"9,282","1,494,402",,,
AC,YKA,YYC,DeHavilland Dash-8,DHC-8-300,0,0,0,88,"4,400","1,240,800",-88,"-4,400","-1,240,800",-100.00%,-100.00%,-100.00%
AC,YKA,YYC,DeHavilland Dash-8,DHC-8-400,57,"4,446","1,253,772",0,0,0,57,"4,446","1,253,772",,,
AC,YKA,YYZ,A320,A319,5,680,"1,329,400",13,"1,768","3,456,440",-8,"-1,088","-2,127,040",-61.50%,-61.50%,-61.50%
AC,YLW,YEG,DeHavilland Dash-8,DHC-8-400,62,"4,836","1,639,404",61,"4,758","1,612,962",1,78,"26,442",1.60%,1.60%,1.60%
AC,YLW,YVR,DeHavilland Dash-8,DHC-8-400,243,"18,954","3,392,766",271,"20,302","3,634,058",-28,"-1,348","-241,292",-10.30%,-6.60%,-6.60%
AC,YLW,YYC,DeHavilland Dash-8,DHC-8-300,0,0,0,62,"3,100","771,900",-62,"-3,100","-771,900",-100.00%,-100.00%,-100.00%
AC,YLW,YYC,DeHavilland Dash-8,DHC-8-400,114,"8,892","2,214,108",61,"4,758","1,184,742",53,"4,134","1,029,366",86.90%,86.90%,86.90%
AC,YLW,YYZ,A320,A319,0,0,0,62,"8,432","16,105,120",-62,"-8,432","-16,105,120",-100.00%,-100.00%,-100.00%
AC,YLW,YYZ,A320,A321,31,"6,200","11,842,000",0,0,0,31,"6,200","11,842,000",,,
AC,YMM,YEG,DeHavilland Dash-8,DHC-8-300,0,0,0,78,"3,900","975,000",-78,"-3,900","-975,000",-100.00%,-100.00%,-100.00%
AC,YMM,YEG,DeHavilland Dash-8,DHC-8-400,88,"6,864","1,716,000",31,"2,418","604,500",57,"4,446","1,111,500",183.90%,183.90%,183.90%
AC,YMM,YYC,DeHavilland Dash-8,DHC-8-300,0,0,0,4,200,"80,000",-4,-200,"-80,000",-100.00%,-100.00%,-100.00%
AC,YMM,YYC,DeHavilland Dash-8,DHC-8-400,115,"8,970","3,588,000",107,"8,346","3,338,400",8,624,"249,600",7.50%,7.50%,7.50%
AC,YMM,YYZ,E-Jet,E-190,31,"3,007","4,937,494",31,"3,007","4,937,494",0,0,0,0.00%,0.00%,0.00%
AC,YOW,BOS,Canadair CRJ,CRJ,57,"2,850","883,500",58,"2,900","899,000",-1,-50,"-15,500",-1.70%,-1.70%,-1.70%
AC,YOW,DCA,Canadair CRJ,CRJ,53,"2,650","1,197,800",58,"2,900","1,310,800",-5,-250,"-113,000",-8.60%,-8.60%,-8.60%
AC,YOW,EWR,Canadair CRJ,CRJ,79,"3,950","1,295,600",84,"4,200","1,377,600",-5,-250,"-82,000",-6.00%,-6.00%,-6.00%
AC,YOW,FRA,B767,B767-300 Passenger,31,"6,541","24,397,930",31,"6,541","24,397,930",0,0,0,0.00%,0.00%,0.00%
AC,YOW,LHR,B767,B767-300 Passenger,31,"6,541","21,794,612",31,"6,541","21,794,612",0,0,0,0.00%,0.00%,0.00%
AC,YOW,MCO,A320,A319,9,"1,080","1,301,400",0,0,0,9,"1,080","1,301,400",,,
AC,YOW,MCO,E-Jet,E-190,0,0,0,8,776,"935,080",-8,-776,"-935,080",-100.00%,-100.00%,-100.00%
AC,YOW,YEG,A320,A319,0,0,0,29,"3,480","6,180,480",-29,"-3,480","-6,180,480",-100.00%,-100.00%,-100.00%
AC,YOW,YEG,A320,A320,0,0,0,2,292,"518,592",-2,-292,"-518,592",-100.00%,-100.00%,-100.00%
AC,YOW,YEG,E-Jet,E-190,53,"5,141","9,130,416",23,"2,231","3,962,256",30,"2,910","5,168,160",130.40%,130.40%,130.40%
AC,YOW,YFC,Canadair CRJ,CRJ,26,"1,300","577,200",0,0,0,26,"1,300","577,200",,,
AC,YOW,YFC,DeHavilland Dash-8,DHC-8-100,0,0,0,27,999,"443,556",-27,-999,"-443,556",-100.00%,-100.00%,-100.00%
AC,YOW,YHZ,Canadair CRJ,CRJ-900,146,"11,096","6,602,120",116,"8,816","5,245,520",30,"2,280","1,356,600",25.90%,25.90%,25.90%
AC,YOW,YHZ,DeHavilland Dash-8,DHC-8-400,0,0,0,31,"2,418","1,438,710",-31,"-2,418","-1,438,710",-100.00%,-100.00%,-100.00%
AC,YOW,YQB,DeHavilland Dash-8,DHC-8-100,0,0,0,27,999,"228,771",-27,-999,"-228,771",-100.00%,-100.00%,-100.00%
AC,YOW,YQB,DeHavilland Dash-8,DHC-8-300,26,"1,300","297,700",0,0,0,26,"1,300","297,700",,,
AC,YOW,YQM,Canadair CRJ,CRJ,26,"1,300","694,200",27,"1,350","720,900",-1,-50,"-26,700",-3.70%,-3.70%,-3.70%
AC,YOW,YQR,Canadair CRJ,CRJ-900,31,"2,356","3,258,348",27,"2,052","2,837,916",4,304,"420,432",14.80%,14.80%,14.80%
AC,YOW,YUL,A320,A320,31,"4,526","425,444",0,0,0,31,"4,526","425,444",,,
AC,YOW,YUL,Canadair CRJ,CRJ,93,"4,650","437,100",4,200,"18,800",89,"4,450","418,300",2225.00%,2225.00%,2225.00%
AC,YOW,YUL,Canadair CRJ,CRJ-900,62,"4,712","442,928",58,"4,408","414,352",4,304,"28,576",6.90%,6.90%,6.90%
AC,YOW,YUL,DeHavilland Dash-8,DHC-8-100,0,0,0,31,"1,147","107,818",-31,"-1,147","-107,818",-100.00%,-100.00%,-100.00%
AC,YOW,YUL,DeHavilland Dash-8,DHC-8-300,57,"2,850","267,900",0,0,0,57,"2,850","267,900",,,
AC,YOW,YUL,DeHavilland Dash-8,DHC-8-400,0,0,0,93,"7,254","681,876",-93,"-7,254","-681,876",-100.00%,-100.00%,-100.00%
AC,YOW,YUL,E-Jet,E-190,0,0,0,31,"3,007","282,658",-31,"-3,007","-282,658",-100.00%,-100.00%,-100.00%
AC,YOW,YVR,A320,A319,0,0,0,16,"1,920","4,250,880",-16,"-1,920","-4,250,880",-100.00%,-100.00%,-100.00%
AC,YOW,YVR,A320,A320,124,"18,104","40,082,256",47,"6,862","15,192,468",77,"11,242","24,889,788",163.80%,163.80%,163.80%
AC,YOW,YVR,A320,A321,0,0,0,30,"5,700","12,619,800",-30,"-5,700","-12,619,800",-100.00%,-100.00%,-100.00%
AC,YOW,YWG,Canadair CRJ,CRJ-900,62,"4,712","4,957,024",62,"4,712","4,957,024",0,0,0,0.00%,0.00%,0.00%
AC,YOW,YXU,Canadair CRJ,CRJ,31,"1,550","488,250",0,0,0,31,"1,550","488,250",,,
AC,YOW,YXU,DeHavilland Dash-8,DHC-8-100,0,0,0,54,"1,998","629,370",-54,"-1,998","-629,370",-100.00%,-100.00%,-100.00%
AC,YOW,YXU,DeHavilland Dash-8,DHC-8-300,26,"1,300","409,500",0,0,0,26,"1,300","409,500",,,
AC,YOW,YYC,A320,A319,31,"3,720","6,673,680",92,"11,040","19,805,760",-61,"-7,320","-13,132,080",-66.30%,-66.30%,-66.30%
AC,YOW,YYC,A320,A320,22,"3,212","5,762,328",1,146,"261,924",21,"3,066","5,500,404",2100.00%,2100.00%,2100.00%
AC,YOW,YYC,E-Jet,E-190,9,873,"1,566,162",0,0,0,9,873,"1,566,162",,,
AC,YOW,YYG,Canadair CRJ,CRJ,62,"3,100","1,887,900",31,"1,550","943,950",31,"1,550","943,950",100.00%,100.00%,100.00%
AC,YOW,YYT,E-Jet,E-190,31,"3,007","3,310,707",31,"3,007","3,310,707",0,0,0,0.00%,0.00%,0.00%
AC,YOW,YYZ,A320,A319,0,0,0,28,"3,360","759,360",-28,"-3,360","-759,360",-100.00%,-100.00%,-100.00%
AC,YOW,YYZ,A320,A320,154,"22,484","5,081,384",65,"9,490","2,144,740",89,"12,994","2,936,644",136.90%,136.90%,136.90%
WS,YYZ,YHZ,B737 Misc,B737-Max 8 Passenger,100,"17,400","13,954,800",62,"10,788","8,651,976",38,"6,612","5,302,824",61.30%,61.30%,61.30%
AC,YOW,YYZ,B767,B767-300 Passenger,31,"6,541","1,478,266",31,"6,541","1,478,266",0,0,0,0.00%,0.00%,0.00%
AC,YOW,YYZ,Canadair CRJ,CRJ-900,31,"2,356","532,456",0,0,0,31,"2,356","532,456",,,
AC,YOW,YYZ,E-Jet,E-190,306,"29,682","6,708,132",414,"40,158","9,075,708",-108,"-10,476","-2,367,576",-26.10%,-26.10%,-26.10%
AC,YPR,YVR,DeHavilland Dash-8,DHC-8-300,0,0,0,85,"4,250","1,997,500",-85,"-4,250","-1,997,500",-100.00%,-100.00%,-100.00%
AC,YPR,YVR,DeHavilland Dash-8,DHC-8-400,57,"4,446","2,089,620",0,0,0,57,"4,446","2,089,620",,,
AC,YQB,YGP,DeHavilland Dash-8,DHC-8-100,0,0,0,31,"1,147","401,450",-31,"-1,147","-401,450",-100.00%,-100.00%,-100.00%
AC,YQB,YGP,DeHavilland Dash-8,DHC-8-300,62,"3,100","1,085,000",31,"1,550","542,500",31,"1,550","542,500",100.00%,100.00%,100.00%
AC,YQB,YOW,DeHavilland Dash-8,DHC-8-100,0,0,0,27,999,"228,771",-27,-999,"-228,771",-100.00%,-100.00%,-100.00%
AC,YQB,YOW,DeHavilland Dash-8,DHC-8-300,26,"1,300","297,700",0,0,0,26,"1,300","297,700",,,
AC,YQB,YUL,A320,A319,62,"8,432","1,222,640",31,"4,216","611,320",31,"4,216","611,320",100.00%,100.00%,100.00%
AC,YQB,YUL,Canadair CRJ,CRJ,30,"1,500","217,500",0,0,0,30,"1,500","217,500",,,
AC,YQB,YUL,DeHavilland Dash-8,DHC-8-100,0,0,0,62,"2,294","332,630",-62,"-2,294","-332,630",-100.00%,-100.00%,-100.00%
AC,YQB,YUL,DeHavilland Dash-8,DHC-8-300,95,"4,750","688,750",62,"3,100","449,500",33,"1,650","239,250",53.20%,53.20%,53.20%
AC,YQB,YUL,DeHavilland Dash-8,DHC-8-400,92,"7,176","1,040,520",155,"12,090","1,753,050",-63,"-4,914","-712,530",-40.60%,-40.60%,-40.60%
AC,YQB,YYZ,A320,A319,62,"8,432","3,836,560",0,0,0,62,"8,432","3,836,560",,,
AC,YQB,YYZ,A320,A320,31,"5,022","2,285,010",0,0,0,31,"5,022","2,285,010",,,
